Comment,Sentiment,Food,Service,Value,Ambience,Cleanliness,Amenities,Hospitality,Location,Front-Desk,Room
Good things: The hotel staff are friendly. Lift available. I am not sure if the hotel access is user friendly for disabled. Rooms appeared generally clean but could be better. Mattress is of good quality. Room had AC and was in working condition. I think there was a generator as well. In room service was also good. Breakfast was inclusive and it was OK. When I wanted to buy some medicine from a local pharmacy the staff were happy to go and buy for me. Not so good things: I was given a room on 1st floor 103) and the Air conditioner noise from the ground floor was very irritating. I did not read previous reviews where people have clearly mentioned that this is one of the main problems in this hotel. Somehow I tolerated and got used to it. The other problem is noise from the traffic. I found two cockroaches in my room. One was small and the other one very big which was dead. Thank fully no bed bugs. The outer side of the windows were very dirty. The surrounding of the hotel property needs general cleaning.  ,0,1,1,0,0,1,0,1,0,0,1
"Feeling good, I enjoyed a lot with sufficient room area, hygienic and clean. Regarding TV and AC they provide one remote, it was not enough they should provide two otherwise every thing ok nice and it is beautiful.",1,0,0,0,0,1,0,0,0,0,1
"Excellent hotel. Value for money. Hospitality, service and cleanliness are really good. Though the food is costly, the taste and quality are high. Near to IISC gate D. There are no good shops nearby. But you have banks and other common shops at a walkable distance. Highly recommended for family and business stays.  ",0,1,1,1,0,1,1,1,0,0,0
"I stayed here for 3 nights (it was around end of April 16). I booked this hotel online because it was near to the location I supposed to visit (for some business purpose). But at that time, I was not very sure about my experience. Small hotel but spacious rooms (wondering, who architected it ?? Food was amazing Awesome staff (like, Yes Man !! Decent price (no need to go outside to eat food to save money). Location is not bad, but depends upon your visiting place. Usually, I don't write reviews - but I guess, these guys really deserve it. I strongly recommend this hotel, if you are looking up for good stay in a decent budget (kind of intermediate price).   ",0,1,0,1,0,0,0,1,1,0,1
"Hotel is very good inside. Rooms are spacious, clean. Staff is very helpful. Food is good. Service excellent. Only outside locality is like market area. Very scenic view of Bangalore from fifth floor restaurant.",1,1,1,0,0,1,0,1,0,0,1
"Food is very tasty, room appearance is not that great but comfortable, AC has some problem, except that, there were no complaints. The location is also peaceful, this hotel should improve in service and amenities. Overall, the stay is value for money but when it is in discounted price.  ",0,1,1,1,0,0,0,0,1,0,1
"This hotel offered me what I can expect or any usual business traveller can expect from hotel. Good rooms, good food, service was good and only point of concern was WiFi which didn't work properly or speed was too low. Otherwise I would love to repeat my stay here in this hotel for future travels.  ",0,1,1,0,0,0,0,0,0,0,1
"Very good service and appearance in this hotel. No alternative good hotels available in this road & need to improve in food taste. Travellers from north side to Bangalore, this is the best place for boarding.",1,1,1,0,0,0,0,0,0,0,0
"Stayed in Emerald Room - good arrangements - enjoyed the stay though arrived late in the evening and checked out in the morning. Smiling Welcome and Fast Check-in / Checkout process. Food in room was good and service was prompt. All the furniture in the room had been very good. Clean and neat arrangements. Had the Kitchenette but not furnished (may be one need to ask for and call for the required items). Bathroom arrangement - smaller than expected (though the website claim that there is Bathtub in the Emerald Room. In fact, there is no Bathtub in any rooms in this hotel. Wifi did not work. Overall experience was good. Value for the money, yes.  ",0,1,1,1,0,1,0,0,0,0,1
Overall it's a good place to stay. Was near my required destination so will rate good for location. Wi-fi is very slow and drops in between. Food is good and reasonably priced. Rooms are good and spacious at the price which MakeMyTrip offered. Looks as a small hotel but clean and spacious rooms.  ,0,1,0,1,0,1,0,0,1,0,1
I have been regularly staying in this hotel. Hotel is neatly maintained. Staff need to be little more courteous. Food is average. Convenient place to spend time. Near to Famous mall ORION. Near to airports and railways. Free from it's buzz and vehicular nuisance.,0,1,0,0,0,0,0,1,1,0,0
"Nice spacious rooms, I had asked for a room on higher floor but they gave me on first floor despite rooms being available on higher floors for the reasons best known to them. Buffet breakfast was not served under the pretext of lower occupancy, instead we were given few food options to choose from which was nothing great.  ",1,1,0,0,0,0,0,0,0,0,1
"It is really good hotel which near to peenya area. Rooms are pretty good with this price. Front desk team really helpful and put all efforts to make you stay comfort. Food is delicious but as it is bangalore need to add more south Indian menu in their alacarte. This place is very near to peenya, ISKCON temple, IISC Bangalore and M S Ramaiah University.  ",1,1,0,1,0,0,0,0,0,0,1
We had a pleasant stay. Safe car parking was provided. The front desk staff are very friendly and helped us with directions to find the hotel. The suite is really well appointed and comfortable. Enjoyed dinner in the restaurant. Would stay again.,1,1,1,0,0,0,0,1,0,0,1
"We booked for a room under ""Sapphire"" category at Krishinton Suites, Bangalore with booking reference: NH71060131945600 and to our surprise Hotel people cheated us by giving a room of LOWER CATEGORY (ie, onyx) than what we have paid for. I called and reported this matter on MakeMyTrip phone number 1800118747 and the representative who attended my call kept me on hold for nearly 45 minutes after understanding the problem and have not been given any call back till now. This kind of humiliation is alarming and know I had think if online booking is really one should go ahead or it's cheater way. Please convey my message, if this matter is not taken seriously or will go to consumer court to get my right.  ",0,0,0,0,0,0,0,0,0,0,1
Value for the cost is very poor - not worthy - A/c were old and not working properly - it has a front hall and bed room but not useful for a business stay - could hear the road side noise in room and very disturbing - very reasonable hotel but highly priced.,0,0,0,1,0,0,0,0,0,0,1
"Compare to 5 star hotel where I stayed last time. Prime advantage of this property is 24 hours check out, neat and clean with pleasant interior and homely feel. I will recommend doctors who are visiting MS Ramaiah advanced learning centre for any course or training. As it is very near to it and reasonably priced.  ",0,0,0,1,1,1,0,0,0,0,0
"Bad staff behaviour was lazy. Room rent too high according to facility. One may get much better hotel at a more readily accessible location at a same price. The only plus is a reasonable bar at ground floor or else you have to walk 2-3 km to get another one. Rooms are clean, but you have to call 5 times even to get a bottle of drinking water.  ",0,0,0,1,0,1,0,1,1,0,1
Big room and good location. Recommended to others.,0,0,0,0,0,0,0,0,1,0,1
The hotel is just opposite to iisc. So its perfect for you if you are visiting the institute. The staff is super awesome. Specially the lady at the reception Mamtha and a gentleman Dilip. The food is pretty good as well. The chef even offered a complimentary dish. Overall the experience was worth it.  ,1,1,0,0,0,0,0,1,0,1,0
Food was not good. Service in the restaurant was very slow. It took us 2.5 hours to get through dinner once. Hospitality was average. There was no option to take a hotel cab to Tata auditorium nearby. We walked for 30 minutes in traffic and it wasted a lot of time in the morning. At least we were not made aware of any such facility. But I liked its location. It was very close to our place of business so we could have reached on walking by.  ,0,1,1,0,0,0,0,1,1,0,0
"I stayed in Krishinton Suites during my business trip to Bangalore. The hotel is very close to Indian Institute of Science waking distance. The hotel was nice and staff was courteous and helpful. The food in the restaurant was fine - nothing great, but not bad either.",0,1,0,0,0,0,0,1,0,0,0
A cozy hotel in a prime location. Rooms are very neat. Staff are very friendly and helpful. Car parking facility available. Food is not that great. We ordered South Indian Thali thrice and they served same curries on all the three occasions. Overall stay was pleasant.,0,1,1,0,0,0,0,1,1,0,1
"Apart from the above services, I really loved the help and support given by Mr Manjeet and Ms Vidhishah. They have been really kind to customers and feel seems asset for your hotel. Two of them were extremely good.",1,0,1,0,0,0,0,0,0,0,0
"The hotel is good,go for it.",2,0,0,0,0,0,0,0,0,0,0
"Krishinton suites is a good decent place to stay in Bangalore. Its location is very good as its situated just opposite to IISC. Rooms were good and comfortable and very well furnished and provided with proper facilities like tea/coffee maker, mineral water as complimentary features. The attached bathroom was very clean and toiletries were provided.Their complimentary breakfast was quite good.The room was very clean and overall the hotel is very good clean with helpful and well behaved staff.  ",0,0,0,0,0,1,1,1,1,0,1
"The hotel is best in every way. Food is tasty, service is good, rooms are cleaned, perfect suite with all the facilities. No complains. I did not regret booking Krishinton Suites.",1,1,1,0,0,1,1,0,0,0,1
"I walked into the Hotel around 12:30 AM midnight and checked with the hotel regarding the check out time and was told the checkout time was 12:30 AM after 2 days (24 hrs). Though Makemytrip packages are eligible for 12 hour checkouts, I was happy that the reception manager was giving me an upgrade. But, while checking out, he caused the trouble and was saying that he mentioned 12:00 PM in the afternoon the same day. I could not stop but laughing at this guy who does not hold his promise and makes counter statements. I stepped out of the hotel around 10:00 AM the same morning with my luggage kept inside the room. The manager could have told me before and I could have kept my luggage outside as I did not intend to use the room the same day. The guy who sits at the reception needs to be more informed of the policies and should hold on his word, basics to operate in hospitality industry rather than sitting there to screw the customers and hotels brand name. Still, the Hotel is worth to visit only because of its facilities and location near IISC.  ",0,0,0,0,0,0,1,1,1,1,1
